"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2973","Product has all the necessary details","tests","Thu Nov 20 18:33:11 UTC 2025","passed","Thu Nov 20 18:33:14 UTC 2025","TestProductPage","product_page_tests","",""
"","6559","Sort desks - Price - Low to High","tests","Thu Nov 20 18:33:12 UTC 2025","passed","Thu Nov 20 18:33:18 UTC 2025","TestDesksPage","desks_tests","",""
"","3665","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:33:18 UTC 2025","passed","Thu Nov 20 18:33:22 UTC 2025","TestProductPage","product_page_tests","",""
"","3466","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:33:15 UTC 2025","passed","Thu Nov 20 18:33:18 UTC 2025","TestProductPage","product_page_tests","",""
"","3969","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:33:19 UTC 2025","passed","Thu Nov 20 18:33:23 UTC 2025","TestProductPage","product_page_tests","",""
"","6544","Sort desks - Name (A-Z)","tests","Thu Nov 20 18:33:06 UTC 2025","passed","Thu Nov 20 18:33:13 UTC 2025","TestDesksPage","desks_tests","",""
"","3671","Successful search by key words in Desks category","tests","Thu Nov 20 18:32:55 UTC 2025","passed","Thu Nov 20 18:32:59 UTC 2025","TestDesksPage","desks_tests","",""
"","3919","Successful search by key words in Desks category","tests","Thu Nov 20 18:32:55 UTC 2025","passed","Thu Nov 20 18:32:59 UTC 2025","TestDesksPage","desks_tests","",""
"","3345","Successful search by key words in Desks category","tests","Thu Nov 20 18:32:59 UTC 2025","passed","Thu Nov 20 18:33:03 UTC 2025","TestDesksPage","desks_tests","",""
"","3008","Empty Cart page has all the necessary details","tests","Thu Nov 20 18:32:55 UTC 2025","passed","Thu Nov 20 18:32:58 UTC 2025","TestCartPage","cart_tests","",""
"","1226","Successfully remove product from cart","tests","Thu Nov 20 18:33:05 UTC 2025","passed","Thu Nov 20 18:33:06 UTC 2025","TestCartPage","cart_tests","",""
"","7178","Successfully filter by max price","tests","Thu Nov 20 18:33:04 UTC 2025","passed","Thu Nov 20 18:33:11 UTC 2025","TestDesksPage","desks_tests","",""
"","6133","Sort desks - Price - High to Low","tests","Thu Nov 20 18:33:11 UTC 2025","passed","Thu Nov 20 18:33:17 UTC 2025","TestDesksPage","desks_tests","",""
"","4819","Successfully add product to cart from Product page","tests","Thu Nov 20 18:33:18 UTC 2025","passed","Thu Nov 20 18:33:22 UTC 2025","TestProductPage","product_page_tests","",""
"","4095","Successfully add product to cart by hover button","tests","Thu Nov 20 18:32:59 UTC 2025","passed","Thu Nov 20 18:33:03 UTC 2025","TestCartPage","cart_tests","",""
"","3941","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:33:19 UTC 2025","passed","Thu Nov 20 18:33:23 UTC 2025","TestProductPage","product_page_tests","",""
"","7089","Successfully filter by max price","tests","Thu Nov 20 18:33:03 UTC 2025","passed","Thu Nov 20 18:33:10 UTC 2025","TestDesksPage","desks_tests","",""
"","4629","Successfully add product to cart by hover button","tests","Thu Nov 20 18:32:55 UTC 2025","passed","Thu Nov 20 18:33:00 UTC 2025","TestCartPage","cart_tests","",""
"","2782","Successful search by key words in Desks category","tests","Thu Nov 20 18:33:00 UTC 2025","passed","Thu Nov 20 18:33:02 UTC 2025","TestDesksPage","desks_tests","",""
"","4054","Successfully add product to cart from Product page","tests","Thu Nov 20 18:33:14 UTC 2025","passed","Thu Nov 20 18:33:18 UTC 2025","TestProductPage","product_page_tests","",""
"","7123","Successfully filter by max price","tests","Thu Nov 20 18:33:03 UTC 2025","passed","Thu Nov 20 18:33:10 UTC 2025","TestDesksPage","desks_tests","",""
