"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5459","Successfully add product to cart by hover button","tests","Thu Nov 20 18:27:27 UTC 2025","passed","Thu Nov 20 18:27:32 UTC 2025","TestCartPage","cart_tests","",""
"","5347","Successful search by key words in Desks category","tests","Thu Nov 20 18:27:20 UTC 2025","passed","Thu Nov 20 18:27:25 UTC 2025","TestDesksPage","desks_tests","",""
"","3889","Successful search by key words in Desks category","tests","Thu Nov 20 18:27:28 UTC 2025","passed","Thu Nov 20 18:27:32 UTC 2025","TestDesksPage","desks_tests","",""
"","3827","Successful search by key words in Desks category","tests","Thu Nov 20 18:27:26 UTC 2025","passed","Thu Nov 20 18:27:30 UTC 2025","TestDesksPage","desks_tests","",""
"","4977","Successfully add product to cart from Product page","tests","Thu Nov 20 18:27:32 UTC 2025","passed","Thu Nov 20 18:27:37 UTC 2025","TestProductPage","product_page_tests","",""
"","5116","Successfully add product to cart from Product page","tests","Thu Nov 20 18:27:39 UTC 2025","passed","Thu Nov 20 18:27:44 UTC 2025","TestProductPage","product_page_tests","",""
"","1211","Successfully remove product from cart","tests","Thu Nov 20 18:27:26 UTC 2025","passed","Thu Nov 20 18:27:27 UTC 2025","TestCartPage","cart_tests","",""
"","6178","Successfully add product to cart by hover button","tests","Thu Nov 20 18:27:20 UTC 2025","passed","Thu Nov 20 18:27:26 UTC 2025","TestCartPage","cart_tests","",""
"","8126","Successfully filter by max price","tests","Thu Nov 20 18:27:30 UTC 2025","passed","Thu Nov 20 18:27:38 UTC 2025","TestDesksPage","desks_tests","",""
"","8212","Successfully filter by max price","tests","Thu Nov 20 18:27:36 UTC 2025","passed","Thu Nov 20 18:27:44 UTC 2025","TestDesksPage","desks_tests","",""
"","4970","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:27:37 UTC 2025","passed","Thu Nov 20 18:27:42 UTC 2025","TestProductPage","product_page_tests","",""
"","4663","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:27:38 UTC 2025","passed","Thu Nov 20 18:27:43 UTC 2025","TestProductPage","product_page_tests","",""
"","8141","Successfully filter by max price","tests","Thu Nov 20 18:27:26 UTC 2025","passed","Thu Nov 20 18:27:34 UTC 2025","TestDesksPage","desks_tests","",""
"","4369","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:27:44 UTC 2025","passed","Thu Nov 20 18:27:49 UTC 2025","TestProductPage","product_page_tests","",""
"","3962","Product has all the necessary details","tests","Thu Nov 20 18:27:33 UTC 2025","passed","Thu Nov 20 18:27:37 UTC 2025","TestProductPage","product_page_tests","",""
"","4459","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:27:43 UTC 2025","passed","Thu Nov 20 18:27:47 UTC 2025","TestProductPage","product_page_tests","",""
"","5359","Successful search by key words in Desks category","tests","Thu Nov 20 18:27:20 UTC 2025","passed","Thu Nov 20 18:27:25 UTC 2025","TestDesksPage","desks_tests","",""
