"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5118","Successfully add product to cart by hover button","tests","Thu Nov 20 18:01:29 UTC 2025","passed","Thu Nov 20 18:01:35 UTC 2025","TestCartPage","cart_tests","",""
"","3429","Empty Cart page has all the necessary details","tests","Thu Nov 20 18:01:26 UTC 2025","passed","Thu Nov 20 18:01:29 UTC 2025","TestCartPage","cart_tests","",""
"","4091","Successful search by key words in Desks category","tests","Thu Nov 20 18:01:31 UTC 2025","passed","Thu Nov 20 18:01:35 UTC 2025","TestDesksPage","desks_tests","",""
"","8016","Successfully filter by max price","tests","Thu Nov 20 18:01:36 UTC 2025","passed","Thu Nov 20 18:01:44 UTC 2025","TestDesksPage","desks_tests","",""
"","7361","Sort desks - Price - Low to High","tests","Thu Nov 20 18:01:43 UTC 2025","passed","Thu Nov 20 18:01:51 UTC 2025","TestDesksPage","desks_tests","",""
"","4233","Product has all the necessary details","tests","Thu Nov 20 18:01:45 UTC 2025","passed","Thu Nov 20 18:01:49 UTC 2025","TestProductPage","product_page_tests","",""
"","5191","Successful search by key words in Desks category","tests","Thu Nov 20 18:01:26 UTC 2025","passed","Thu Nov 20 18:01:31 UTC 2025","TestDesksPage","desks_tests","",""
"","4548","Successful search by key words in Desks category","tests","Thu Nov 20 18:01:31 UTC 2025","passed","Thu Nov 20 18:01:36 UTC 2025","TestDesksPage","desks_tests","",""
"","6047","Successfully add product to cart from Product page","tests","Thu Nov 20 18:01:51 UTC 2025","passed","Thu Nov 20 18:01:57 UTC 2025","TestProductPage","product_page_tests","",""
"","4813","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:01:49 UTC 2025","passed","Thu Nov 20 18:01:54 UTC 2025","TestProductPage","product_page_tests","",""
"","1191","Successfully remove product from cart","tests","Thu Nov 20 18:01:37 UTC 2025","passed","Thu Nov 20 18:01:38 UTC 2025","TestCartPage","cart_tests","",""
"","7940","Successfully filter by max price","tests","Thu Nov 20 18:01:35 UTC 2025","passed","Thu Nov 20 18:01:43 UTC 2025","TestDesksPage","desks_tests","",""
"","7561","Sort desks - Name (A-Z)","tests","Thu Nov 20 18:01:39 UTC 2025","passed","Thu Nov 20 18:01:46 UTC 2025","TestDesksPage","desks_tests","",""
"","8002","Successfully filter by max price","tests","Thu Nov 20 18:01:36 UTC 2025","passed","Thu Nov 20 18:01:44 UTC 2025","TestDesksPage","desks_tests","",""
"","5464","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:01:52 UTC 2025","passed","Thu Nov 20 18:01:58 UTC 2025","TestProductPage","product_page_tests","",""
"","5019","Successfully add product to cart from Product page","tests","Thu Nov 20 18:01:47 UTC 2025","passed","Thu Nov 20 18:01:52 UTC 2025","TestProductPage","product_page_tests","",""
"","4847","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:01:55 UTC 2025","passed","Thu Nov 20 18:02:00 UTC 2025","TestProductPage","product_page_tests","",""
"","6107","Successfully add product to cart by hover button","tests","Thu Nov 20 18:01:26 UTC 2025","passed","Thu Nov 20 18:01:32 UTC 2025","TestCartPage","cart_tests","",""
"","7480","Sort desks - Price - High to Low","tests","Thu Nov 20 18:01:44 UTC 2025","passed","Thu Nov 20 18:01:51 UTC 2025","TestDesksPage","desks_tests","",""
"","5058","Successful search by key words in Desks category","tests","Thu Nov 20 18:01:26 UTC 2025","passed","Thu Nov 20 18:01:31 UTC 2025","TestDesksPage","desks_tests","",""
"","4937","Successfully search products by their titles on Product page","tests","Thu Nov 20 18:01:52 UTC 2025","passed","Thu Nov 20 18:01:57 UTC 2025","TestProductPage","product_page_tests","",""
