"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3392","Empty Cart page has all the necessary details","tests","Fri Nov 21 07:34:40 UTC 2025","passed","Fri Nov 21 07:34:44 UTC 2025","TestCartPage","cart_tests","",""
"","7556","Sort desks - Price - High to Low","tests","Fri Nov 21 07:35:00 UTC 2025","passed","Fri Nov 21 07:35:07 UTC 2025","TestDesksPage","desks_tests","",""
"","4786","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:35:08 UTC 2025","passed","Fri Nov 21 07:35:12 UTC 2025","TestProductPage","product_page_tests","",""
"","5781","Successfully add product to cart by hover button","tests","Fri Nov 21 07:34:40 UTC 2025","passed","Fri Nov 21 07:34:46 UTC 2025","TestCartPage","cart_tests","",""
"","7260","Sort desks - Name (A-Z)","tests","Fri Nov 21 07:34:53 UTC 2025","passed","Fri Nov 21 07:35:01 UTC 2025","TestDesksPage","desks_tests","",""
"","7734","Sort desks - Price - Low to High","tests","Fri Nov 21 07:34:59 UTC 2025","passed","Fri Nov 21 07:35:06 UTC 2025","TestDesksPage","desks_tests","",""
"","5295","Successful search by key words in Desks category","tests","Fri Nov 21 07:34:40 UTC 2025","passed","Fri Nov 21 07:34:45 UTC 2025","TestDesksPage","desks_tests","",""
"","5714","Successfully add product to cart by hover button","tests","Fri Nov 21 07:34:44 UTC 2025","passed","Fri Nov 21 07:34:50 UTC 2025","TestCartPage","cart_tests","",""
"","4174","Successful search by key words in Desks category","tests","Fri Nov 21 07:34:46 UTC 2025","passed","Fri Nov 21 07:34:50 UTC 2025","TestDesksPage","desks_tests","",""
"","3051","Product has all the necessary details","tests","Fri Nov 21 07:34:59 UTC 2025","passed","Fri Nov 21 07:35:02 UTC 2025","TestProductPage","product_page_tests","",""
"","8124","Successfully filter by max price","tests","Fri Nov 21 07:34:50 UTC 2025","passed","Fri Nov 21 07:34:58 UTC 2025","TestDesksPage","desks_tests","",""
"","8051","Successfully filter by max price","tests","Fri Nov 21 07:34:50 UTC 2025","passed","Fri Nov 21 07:34:58 UTC 2025","TestDesksPage","desks_tests","",""
"","4757","Successful search by key words in Desks category","tests","Fri Nov 21 07:34:40 UTC 2025","passed","Fri Nov 21 07:34:45 UTC 2025","TestDesksPage","desks_tests","",""
"","5628","Successfully add product to cart from Product page","tests","Fri Nov 21 07:35:01 UTC 2025","passed","Fri Nov 21 07:35:07 UTC 2025","TestProductPage","product_page_tests","",""
"","5414","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:35:02 UTC 2025","passed","Fri Nov 21 07:35:08 UTC 2025","TestProductPage","product_page_tests","",""
"","8120","Successfully filter by max price","tests","Fri Nov 21 07:34:50 UTC 2025","passed","Fri Nov 21 07:34:59 UTC 2025","TestDesksPage","desks_tests","",""
"","4103","Successful search by key words in Desks category","tests","Fri Nov 21 07:34:45 UTC 2025","passed","Fri Nov 21 07:34:49 UTC 2025","TestDesksPage","desks_tests","",""
"","1194","Successfully remove product from cart","tests","Fri Nov 21 07:34:52 UTC 2025","passed","Fri Nov 21 07:34:53 UTC 2025","TestCartPage","cart_tests","",""
"","4711","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:35:08 UTC 2025","passed","Fri Nov 21 07:35:13 UTC 2025","TestProductPage","product_page_tests","",""
"","6031","Successfully add product to cart from Product page","tests","Fri Nov 21 07:35:07 UTC 2025","passed","Fri Nov 21 07:35:13 UTC 2025","TestProductPage","product_page_tests","",""
"","4696","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:35:07 UTC 2025","passed","Fri Nov 21 07:35:12 UTC 2025","TestProductPage","product_page_tests","",""
